geneName	gene	geneID
BFAR	DNOV00002254	gene11291
ZC3H7A	DNOV00002257	gene11293
TNRC6A	DNOV00008706	gene11477
NDUFAB1	DNOV00008704	gene11478
IL9R	DNOV00016717	gene11497
NME3	DNOV00002310	gene11654
RAB11FIP3	DNOV00010680	gene11633
FAM195A	DNOV00009786	gene11670
ABCA3	DNOV00009785	gene11671
LOC100857897	DNOV00009825	gene11592
FAM100A	DNOV00009808	gene11607
SLX4	DNOV00009803	gene11612
LOC100858124	DNOV00010698	gene11613
SEPT12	DNOV00010677	gene11636
LUC7L	DNOV00009818	gene11596
MGRN1	DNOV00009809	gene11606
DNAH3	DNOV00001896	gene11717
GP1BB	DNOV00011689	gene11761
LOC100857793	DNOV00014103	gene11787
KDM2B	DNOV00000829	gene11848
RSRC2	DNOV00000812	gene11869
C15H12orf51	DNOV00000790	gene11893
CHFR	DNOV00013009	gene11779
NCOR2	DNOV00000867	gene11808
DNAH10	DNOV00000864	gene11813
P2RX7	DNOV00000833	gene11842
LOC100859289	DNOV00000766	gene11917
RAB36	DNOV00001391	gene11995
LOC416968	DNOV00001369	gene12014
LOC416998	DNOV00015938	gene12057
MTMR3	DNOV00013132	gene12084
AP1B1	DNOV00001301	gene12093
MMP11	DNOV00016018	gene11965
LOC416933	DNOV00016021	gene11964
MORC2	DNOV00001296	gene12051
LOC100858894	DNOV00001295	gene12053
LOC100859225	DNOV00013149	gene12069
DTX1	DNOV00001308	gene12097
LOC100859719	DNOV00001310	gene12100
RNFT2	DNOV00001318	gene12105
TNXB	DNOV00018095	gene12134
LOC100858749	DNOV00014229	gene12150
LOC417293	DNOV00011173	gene12234
PRPF4	DNOV00003275	gene12270
LOC100859878	DNOV00011993	gene12224
NELF	DNOV00003262	gene12282
FAM166A	DNOV00003255	gene12289
FAM129B	DNOV00003238	gene12300
DFNB31	DNOV00003233	gene12302
PAPPA	DNOV00003224	gene12308
ASTN2	DNOV00003221	gene12309
LOC417231	DNOV00003205	gene12319
RXRA	DNOV00003489	gene12451
EGFL7	DNOV00003481	gene12462
GPSM1	DNOV00003472	gene12472
CARD9	DNOV00003475	gene12471
CAMSAP1	DNOV00003465	gene12484
DAB2IP	DNOV00003450	gene12496
RALGDS	DNOV00003513	gene12426
MRPS2	DNOV00003485	gene12457
NR6A1	DNOV00011764	gene12521
OLFML2A	DNOV00018822	gene12525
SCO1	DNOV00007196	gene12563
TMEM220	DNOV00007194	gene12565
MAP2K4	DNOV00007193	gene12566
DNAH9	DNOV00007189	gene12570
RNF157	DNOV00000414	gene12630
UNK	DNOV00000430	gene12645
ASPSCR1	DNOV00012408	gene12665
MILR1	DNOV00000543	gene12711
BPTF	DNOV00000552	gene12718
RGS9	DNOV00000570	gene12737
ABCA5	DNOV00000580	gene12747
LOC771601	DNOV00015080	gene12766
LOC422082	DNOV00013273	gene12793
SLC25A10	DNOV00012393	gene12819
DNAH17	DNOV00014795	gene12808
LOC769329	DNOV00000501	gene12832
CACNA1G	DNOV00000497	gene12836
OTOP2	DNOV00000476	gene12860
BAZ1B	DNOV00013896	gene12910
BZRAP1	DNOV00001653	gene12925
ABHD11	DNOV00001660	gene12935
SEPT4	DNOV00001667	gene12942
GTF2I	DNOV00001692	gene12958
INPP5K	DNOV00007399	gene13044
GTF2IRD1	DNOV00001694	gene12959
SMG6	DNOV00007384	gene13064
LOC771897	DNOV00006132	gene13118
SPECC1	DNOV00006135	gene13120
LOC100858079	DNOV00006144	gene13129
ULK2	DNOV00006156	gene13143
KSR1	DNOV00003721	gene13220
NLK	DNOV00003718	gene13222
SPNS2	DNOV00001701	gene12962
EMID2	DNOV00001722	gene12979
DTX2	DNOV00001737	gene12993
LOC771260	DNOV00001738	gene12994
LOC100858674	DNOV00007369	gene13082
LOC100858849	DNOV00007363	gene13088
LOC100858939	DNOV00007356	gene13098
UPK3BL	DNOV00001736	gene12992
EPB41L1	DNOV00007006	gene13268
DLGAP4	DNOV00007003	gene13270
L3MBTL1	DNOV00007009	gene13266
FER1L4	DNOV00006977	gene13305
MYT1	DNOV00006537	gene13472
RTEL1	DNOV00016702	gene13494
TTLL9	DNOV00009040	gene13529
C20H20orf112	DNOV00009050	gene13539
BPIFB4	DNOV00009058	gene13546
BPI	DNOV00009063	gene13548
LOC100859272	DNOV00009070	gene13555
GNAS	DNOV00015290	gene13588
GDAP1L1	DNOV00008472	gene13397
SLC13A3	DNOV00008466	gene13403
ARFGEF2	DNOV00015543	gene13411
PPP1R3D	DNOV00015302	gene13427
C20H20orf54	DNOV00009026	gene13508
AHCY	DNOV00017786	gene13323
PLIN3	DNOV00018372	gene13327
RALY	DNOV00017802	gene13326
ACSS2	DNOV00015555	gene13341
KIAA0889	DNOV00015554	gene13342
LOC428144	DNOV00008468	gene13401
ZMYND8	DNOV00008460	gene13407
PREX1	DNOV00015542	gene13410
ARHGEF10L	DNOV00017997	gene13664
ARHGEF16	DNOV00006107	gene13706
LOC419398	DNOV00006088	gene13722
VWA1	DNOV00017580	gene13740
RERE	DNOV00010629	gene13777
TMEM201	DNOV00004642	gene13787
PLEKHM2	DNOV00016908	gene13809
TMEM82	DNOV00016907	gene13811
ZBTB17	DNOV00016904	gene13814
MUL1	DNOV00014782	gene13848
EFHD2	DNOV00004700	gene13856
KLHL21	DNOV00014966	gene13682
CHD5	DNOV00006123	gene13694
MEGF6	DNOV00006108	gene13705
LOC771179	DNOV00010623	gene13773
CA6	DNOV00004634	gene13780
RBP7	DNOV00004647	gene13793
LOC100858192	DNOV00011045	gene13810
LOC769539	DNOV00016249	gene13926
AAK1	DNOV00014069	gene13933
ANTXR1	DNOV00014064	gene13936
RNF122	DNOV00005180	gene13977
NODAL	DNOV00014343	gene13990
LETM2	DNOV00014333	gene13998
LOC429657	DNOV00016880	gene14030
SLC20A1	DNOV00017123	gene14049
SCMH1	DNOV00014682	gene14090
MAP3K6	DNOV00001416	gene14122
TRIM63	DNOV00001447	gene14166
C23H1orf109	DNOV00013655	gene14184
MAP7D1	DNOV00011655	gene14199
PHACTR4	DNOV00009847	gene14127
CLIC4	DNOV00001464	gene14149
LOC100859367	DNOV00001449	gene14168
KIAA0319L	DNOV00011642	gene14213
RUNX3	DNOV00001463	gene14148
LOC100857391	DNOV00013930	gene14311
LOC100857875	DNOV00017017	gene14398
ZBTB16	DNOV00016096	gene14420
ADAMTS8	DNOV00012657	gene14356
JAM3	DNOV00009934	gene14365
PDZD3	DNOV00011921	gene14408
LOC428244	DNOV00016101	gene14416
KIRREL3	DNOV00012677	gene14340
DSCAML1	DNOV00014278	gene14445
PHLDB1	DNOV00013941	gene14476
OTUD7B	DNOV00016922	gene14511
LOC100857251	DNOV00018226	gene14512
KIRREL	DNOV00015171	gene14514
LOC100857512	DNOV00013039	gene14523
ISG20L2	DNOV00012351	gene14529
RRNAD1	DNOV00012352	gene14528
LOC100857929	DNOV00012350	gene14530
BCAN	DNOV00012348	gene14533
HAPLN2	DNOV00012347	gene14534
INTS3	DNOV00017390	gene14538
S100A13	DNOV00017692	gene14543
LOC100857468	DNOV00019043	gene14603
MCL1	DNOV00018498	gene14642
MRPS21	DNOV00018007	gene14647
LOC431243	DNOV00016929	gene14649
LOC100858873	DNOV00011140	gene14655
GON4L	DNOV00012724	gene14633
LOC772356	DNOV00011143	gene14652
SETDB1	DNOV00011156	gene14682
TUFT1	DNOV00013978	gene14705
LOC776719	DNOV00018115	gene14716
BRPF3	DNOV00000378	gene14746
LOC395985	DNOV00007252	gene14749
RAB44	DNOV00000386	gene14818
PIK3C2B	DNOV00000303	gene14831
LOC771981	DNOV00000239	gene14899
AMPD1	DNOV00000204	gene14929
RPS10	DNOV00000348	gene14952
LOC100858737	DNOV00000347	gene14953
KIF21B	DNOV00007253	gene14750
LOC421174	DNOV00007259	gene14755
LGR6	DNOV00007261	gene14756
KLHL12	DNOV00007262	gene14759
DENND2D	DNOV00007289	gene14783
FAM40A	DNOV00000411	gene14796
LOC100859805	DNOV00000387	gene14817
LOC431167	DNOV00000307	gene14827
RSBN1	DNOV00000215	gene14918
UHRF1BP1	DNOV00000354	gene14947
ATP2B4	DNOV00000313	gene14995
LOC768941	DNOV00018840	gene14996
LOC769232	DNOV00018207	gene15003
C1QL4	DNOV00012683	gene15077
LOC425470	DNOV00009090	gene15104
FMNL1	DNOV00012863	gene15084
LOC770740	DNOV00009072	gene15090
LOC100858010	DNOV00014939	gene15098
KIAA1267	DNOV00009114	gene15126
LOC769348	DNOV00010482	gene15131
SCRN2	DNOV00016305	gene15181
MLLT6	DNOV00015466	gene15186
LOC425919	DNOV00015465	gene15189
PLXDC1	DNOV00015448	gene15196
WIPF2	DNOV00018242	gene15222
LOC772158	DNOV00015882	gene15261
LOC100859639	DNOV00008220	gene15352
HMG20B	DNOV00008238	gene15368
LOC100857333	DNOV00017984	gene15343
LOC769223	DNOV00008228	gene15358
LOC100857635	DNOV00008236	gene15366
LOC430487	DNOV00013523	gene15373
MYO5B	DNOV00013522	gene15374
LOC100858505	DNOV00008996	gene15376
MLLT1	DNOV00013054	gene15406
CREB3L3	DNOV00017460	gene15453
ATP8B3	DNOV00013518	gene15436
LOC100858236	DNOV00008988	gene15458
LOC100858440	DNOV00008968	gene15471
GPX4	DNOV00008960	gene15479
LOC429847	DNOV00016830	gene15501
LOC100858365	DNOV00015674	gene15508
INSR	DNOV00008539	gene15551
SIN3B	DNOV00008546	gene15557
KDM4B	DNOV00008566	gene15576
LOC420156	DNOV00008568	gene15579
HDHD2	DNOV00007932	gene15654
THBS4	DNOV00002785	gene15904
CMYA5	DNOV00002780	gene15906
LOC100859339	DNOV00016191	gene15741
LOC100857889	DNOV00012745	gene15807
NNT	DNOV00016032	gene15821
RAB3C	DNOV00010136	gene15863
AP3B1	DNOV00002770	gene15917
SV2C	DNOV00002758	gene15930
UBAP1	DNOV00016139	gene15699
LOC100859112	DNOV00016193	gene15739
PDZD2	DNOV00010846	gene15761
ADAMTS12	DNOV00010835	gene15769
EGFLAM	DNOV00012731	gene15795
CCL19	DNOV00014662	gene15717
LOC100857191	DNOV00014661	gene15718
MAP3K1	DNOV00010130	gene15857
DENND4C	DNOV00005713	gene16023
DOCK8	DNOV00012959	gene15965
DMRT2	DNOV00012963	gene15970
RFX3	DNOV00012970	gene15977
TTC39B	DNOV00005728	gene16010
MLLT3	DNOV00005708	gene16027
MPDZ	DNOV00005737	gene16005
TRPM3	DNOV00005692	gene16049
TRPM6	DNOV00014039	gene16061
PCSK5	DNOV00014044	gene16067
LOC770168	DNOV00004511	gene16100
PRUNE2	DNOV00014048	gene16072
ADAMTS19	DNOV00018133	gene16148
FBXL17	DNOV00012559	gene16168
LOC431615	DNOV00017066	gene16173
MAN2A1	DNOV00012563	gene16165
RNF38	DNOV00014372	gene16188
PSD3	DNOV00009389	gene16221
SLC12A2	DNOV00009580	gene16241
FAM81B	DNOV00011730	gene16252
MCTP1	DNOV00011729	gene16253
GPR98	DNOV00013811	gene16262
XRCC4	DNOV00013507	gene16277
SSBP2	DNOV00013495	gene16283
RASGRF2	DNOV00013490	gene16287
LOC100859442	DNOV00013485	gene16292
LOC427311	DNOV00018211	gene16299
LOC100859702	DNOV00013423	gene16307
DGKQ	DNOV00012950	gene16371
LOC100857921	DNOV00018702	gene16374
LOC431649	DNOV00015917	gene16388
MARVELD2	DNOV00013798	gene16393
MCCC2	DNOV00013793	gene16401
TRIM36	DNOV00015926	gene16413
PGGT1B	DNOV00015925	gene16414
CCDC112	DNOV00015924	gene16415
GRHPR	DNOV00014360	gene16439
LOC100858035	DNOV00016692	gene16467
LOC426897	DNOV00013087	gene16487
LOC425441	DNOV00013080	gene16494
NACA	DNOV00016736	gene16502
LOC426835	DNOV00018214	gene16565
LOC426834	DNOV00018213	gene16566
LOC426818	DNOV00018279	gene16582
LOC768579	DNOV00017761	gene3781
DQX1	DNOV00017909	gene6353
LOC429518	DNOV00017502	gene6354
LOC100858630	DNOV00000757	gene12125
CLIP2	DNOV00001695	gene13256
LOC100858617	DNOV00017122	gene14059
LOC100858929	DNOV00011125	gene14721
JTB	DNOV00015335	gene14725
TBKBP1	DNOV00016310	gene15303
KPNB1	DNOV00016311	gene15305
COL1A1	DNOV00010476	gene15317
LOC100857271	DNOV00009802	gene15319
MCRS1	DNOV00017967	gene16507
LOC100857118	DNOV00019087	gene16554
LOC100857960	DNOV00013838	gene16604
LOC100859311	DNOV00018703	gene16644
LOC100859693	DNOV00005467	gene16653
LOC100859791	DNOV00001793	gene16656
LOC777261	DNOV00016875	gene16671
LOC100858751	DNOV00016522	gene16709
LOC426106	DNOV00016521	gene16710
LOC429691	DNOV00018784	gene16713
LOC100859770	DNOV00018275	gene16740
LOC771303	DNOV00014070	gene16747
LOC776677	DNOV00017929	gene16759
BANF1	DNOV00010210	gene16774
LOC100858316	DNOV00017688	gene16781
LOC100859167	DNOV00017727	gene16806
ZNF853	DNOV00017954	gene16813
SENP1	DNOV00017628	gene16816
LOC100857335	DNOV00018952	gene16836
LOC100857472	DNOV00017565	gene16840
LOC100857815	DNOV00018403	gene16851
LOC100857901	DNOV00019063	gene16854
LOC100858619	DNOV00018431	gene16875
LOC776542	DNOV00005193	gene16897
LOC100859704	DNOV00012720	gene16909
LOC777528	DNOV00016688	gene16916
LOC100857315	DNOV00017881	gene16922
LOC100857346	DNOV00017548	gene16923
LOC100857581	DNOV00017936	gene16930
LOC100857729	DNOV00009856	gene16935
LOC100858639	DNOV00017532	gene16962
LOC100858852	DNOV00005207	gene16968
SM1	DNOV00014637	gene16970
LOC100859263	DNOV00010477	gene16981
LOC100859320	DNOV00015679	gene16983
LOC100859416	DNOV00018525	gene16986
LOC100859454	DNOV00019042	gene16987
LOC429557	DNOV00007852	gene17001
NXF1	DNOV00017472	gene17020
LOC100858241	DNOV00016974	gene17036
LOC100858304	DNOV00017261	gene17038
LOC100858592	DNOV00017673	gene17046
LOC100859153	DNOV00012523	gene17063
LOC100857651	DNOV00011557	gene17103
LOC100857939	DNOV00009667	gene17112
LOC100857916	DNOV00013895	gene17196
CDCA8	DNOV00013656	gene17260
LOC100859127	DNOV00014129	gene17309
LOC100859253	DNOV00018440	gene17313
LOC776874	DNOV00018149	gene17354
LOC100858111	DNOV00014831	gene17365
KDM2A	DNOV00007841	gene17376
LOC425134	DNOV00017062	gene17418
SRCIN1	DNOV00016318	gene17422
LOC100857318	DNOV00018164	gene17426
LOC100858330	DNOV00016873	gene17454
LOC100859026	DNOV00017379	gene17474
NKX2-2	DNOV00015700	gene17478
LOC100859217	DNOV00007849	gene17480
LOC771131	DNOV00017492	gene17498
ITIH5L	DNOV00018029	gene17503
URP	DNOV00016534	gene17507
LOC100857358	DNOV00016812	gene17510
LOC100857864	DNOV00017625	gene17526
LOC100858002	DNOV00016309	gene17530
LOC430609	DNOV00008193	gene17535
LOC100858216	DNOV00017898	gene17538
LOC100858352	DNOV00018692	gene17541
ATP13A1	DNOV00012517	gene17559
LOC100859056	DNOV00015832	gene17550
SLC39A14	DNOV00005206	gene17583
LOC426220	DNOV00015150	gene17584
GLI1	DNOV00015961	gene17587
LOC100857963	DNOV00018780	gene17603
C5AR1	DNOV00017139	gene17640
LOC430382	DNOV00015520	gene17641
LOC429719	DNOV00016153	gene17673
RETSAT	DNOV00017487	gene17696
TCF7L1	DNOV00017484	gene17699
LOC431244	DNOV00018218	gene17701
HSF1	DNOV00015135	gene17717
LOC776920	DNOV00017799	gene17731
LOC100858548	DNOV00019103	gene17957
MCOLN1	DNOV00015825	gene17978
LOC100859277	DNOV00015826	gene17979
CASP6	DNOV00014902	gene5943
SOX8	DNOV00005303	gene11430
TNS1	DNOV00000184	gene8395
TWIST1	DNOV00003890	gene2633
PDGFRA	DNOV00002092	gene6033
TXLNB	DNOV00002352	gene4509
RDX	DNOV00017330	gene2023
MYH15	DNOV00003776	gene1202
VSX2	DNOV00003989	gene7045
VCL	DNOV00007016	gene7626
LY6E	DNOV00005869	gene3754
ITGAV	DNOV00017449	gene8027
STAT5B	DNOV00016161	gene15268
NRP1	DNOV00008261	gene2453
DACH2	DNOV00015786	gene5305
VAX1	DNOV00012259	gene7906
TGFBR2	DNOV00001038	gene2763
PLA2G4A	DNOV00002120	gene8752
DDX5	DNOV00000546	gene12713
ISL1	DNOV00016039	gene15827
KCNJ3	DNOV00015896	gene8538
GNAI2	DNOV00013291	gene10597
TPM1	DNOV00003296	gene9745
RELB	DNOV00017554	gene16313
MYLK2	DNOV00009037	gene13524
ODZ1	DNOV00008904	gene5431
MEF2A	DNOV00006820	gene9956
UBE2A	DNOV00008882	gene5451
JAK1	DNOV00015313	gene9079
DNTT	DNOV00006561	gene7757
LSAMP	DNOV00014869	gene1122
ITPKA	DNOV00001055	gene6852
KTN1	DNOV00011534	gene7342
FGF12	DNOV00009670	gene9370
SEMA3D	DNOV00004858	gene116
EEF2	DNOV00013038	gene15394
C5H14orf166	DNOV00010004	gene7390
BARX2	DNOV00012667	gene14348
HMGB1	DNOV00004139	gene1960
IGFBP2	DNOV00000187	gene8399
ETV1	DNOV00003866	gene2615
RNF13	DNOV00013731	gene9596
USP2	DNOV00011913	gene14401
ST6GALNAC2	DNOV00013631	gene12621
ST6GALNAC1	DNOV00013630	gene12620
RAB2A	DNOV00016658	gene3453
MET	DNOV00013374	gene252
PPP1R12B	DNOV00007273	gene14768
SLC6A2	DNOV00011420	gene10226
FURIN	DNOV00017222	gene10061
TLL1	DNOV00010733	gene5541
MYH9	DNOV00004325	gene656
LECT2	DNOV00002928	gene11167
TRPV4	DNOV00000762	gene12123
F13A1	DNOV00008664	gene3068
IL1R1	DNOV00003162	gene1651
SNCA	DNOV00017509	gene5661
SNCB	DNOV00002718	gene11046
CD40	DNOV00014161	gene13574
ACACA	DNOV00003750	gene13197
S100A10	DNOV00018562	gene14712
ADCY5	DNOV00009497	gene8439
HOXD11	DNOV00000022	gene8243
TULP1	DNOV00000371	gene14737
ACTB	DNOV00015090	gene11371
PSMA7	DNOV00006499	gene13433
CNTN5	DNOV00006964	gene2069
KCNMB1	DNOV00014450	gene10947
EIF5A2	DNOV00007112	gene9501
ID1	DNOV00011563	gene13520
FMO6P	DNOV00006286	gene8655
ALDH1A1	DNOV00005684	gene16058
SSBP3	DNOV00004588	gene9028
KCNIP4	DNOV00003361	gene6142
SFRP1	DNOV00013315	gene14010
RARA	DNOV00016348	gene17490
RARRES1	DNOV00009898	gene9554
CENPI	DNOV00001624	gene5203
TLN1	DNOV00015153	gene15751
SMC4	DNOV00007065	gene9544
ROR1	DNOV00015309	gene9075
RGS9BP	DNOV00016793	gene10291
FSTL4	DNOV00002957	gene11195
BHLHE23	DNOV00006521	gene13455
LOC395159	DNOV00003859	gene2611
DPYSL3	DNOV00003013	gene11254
ITGB5	DNOV00010588	gene8446
ST3GAL6	DNOV00003815	gene1167
KCNA2	DNOV00000400	gene14806
TBX18	DNOV00009283	gene4744
UNC5C	DNOV00016256	gene5947
DBC1	DNOV00003214	gene12313
PHACTR1	DNOV00015272	gene3032
TNFRSF8	DNOV00004685	gene13873
PDE6G	DNOV00015085	gene12772
OCM2	DNOV00001927	gene11303
FMN1	DNOV00013323	gene6957
PDE6H	DNOV00016994	gene470
FANCG	DNOV00014657	gene15722
TNKS2	DNOV00006590	gene7727
TNKS	DNOV00015122	gene5818
TNFSF13B	DNOV00015007	gene1723
CRHR1	DNOV00009089	gene15103
ACVR2B	DNOV00002490	gene2397
HDAC4	DNOV00012804	gene8088
APP	DNOV00016419	gene1307
PDCD4	DNOV00007217	gene7870
ENAH	DNOV00001250	gene4059
HIF1A	DNOV00010235	gene7296
CACNA1B	DNOV00003242	gene12298
SOX9	DNOV00000585	gene12752
KCND2	DNOV00017938	gene238
ADAM10	DNOV00003342	gene9788
CELF2	DNOV00004825	gene84
SEMA3F	DNOV00013289	gene10595
ZIC1	DNOV00010663	gene9343
SMAD6	DNOV00006769	gene10002
TGFBR1	DNOV00015987	gene2972
SEMA3C	DNOV00010433	gene123
KHDRBS1	DNOV00001528	gene14242
RGS19	DNOV00006542	gene13477
KCNMA1	DNOV00005344	gene7610
HK2	DNOV00014072	gene17522
DIAPH1	DNOV00018105	gene5301
CBL	DNOV00011919	gene14406
UGT8	DNOV00015182	gene5915
SOX3	DNOV00018369	gene5329
SAT1	DNOV00015644	gene1492
MYOG	DNOV00007286	gene14780
KERA	DNOV00017180	gene410
LDHB	DNOV00010523	gene860
DLX5	DNOV00013170	gene2593
ADORA3	DNOV00000238	gene14900
MID1	DNOV00011856	gene1556
QSOX1	DNOV00002198	gene8693
NHLH1	DNOV00015166	gene14608
LMO4	DNOV00004224	gene8842
MUSK	DNOV00018353	gene16328
SDK1	DNOV00001998	gene11358
CEBPB	DNOV00013872	gene13641
MYO1F	DNOV00013059	gene15410
B4GALT1	DNOV00014988	gene16360
MMP16	DNOV00005032	gene3558
ARHGAP26	DNOV00002992	gene11242
SOX2	DNOV00006027	gene9471
LRP8	DNOV00004602	gene9014
AVP	DNOV00010571	gene6314
PGR	DNOV00006967	gene2067
PARP1	DNOV00001260	gene4048
ESR1	DNOV00008787	gene4459
CTSD	DNOV00006481	gene6642
SYT1	DNOV00004102	gene378
MYO1A	DNOV00017607	gene16499
GLRX	DNOV00011737	gene16247
AGTR1	DNOV00010657	gene9345
SERPINB14	DNOV00016452	gene3095
CYP1A4	DNOV00002900	gene9684
CYP1A1	DNOV00002901	gene9683
SMARCA2	DNOV00012964	gene15972
BMPR1B	DNOV00016258	gene5946
ACTN4	DNOV00018137	gene16950
PPP1R12A	DNOV00004104	gene380
PPP2CB	DNOV00016212	gene5641
MYL9	DNOV00006999	gene13272
MBP	DNOV00016454	gene3253
GFRA1	DNOV00012247	gene7897
LOC395991	DNOV00011467	gene10758
HDLBP	DNOV00011100	gene9239
RORB	DNOV00014038	gene16060
ADORA2B	DNOV00006136	gene13121
FTH1	DNOV00015026	gene6695
ICOSLG	DNOV00010876	gene1432
ITGA1	DNOV00010104	gene15828
LDHA	DNOV00006442	gene6610
LYZ	DNOV00004059	gene340
LOC395933	DNOV00004478	gene4383
GABRA6	DNOV00016074	gene10968
RXRG	DNOV00006296	gene8666
OASL	DNOV00013295	gene10600
CAPN1	DNOV00004966	gene4217
DMD	DNOV00016325	gene1474
BRAF	DNOV00006336	gene747
TGFBI	DNOV00002926	gene11166
RAF1	DNOV00011601	gene10630
COL12A1	DNOV00013604	gene4780
CALB2	DNOV00010010	gene10167
GDI2	DNOV00015738	gene42
COL6A2	DNOV00010950	gene8097
CDD	DNOV00013894	gene13262
PNAT10	DNOV00011500	gene10367
PSMC1	DNOV00006213	gene7133
SLC4A2	DNOV00017711	gene2286
PTPN11	DNOV00000788	gene11895
COL14A1	DNOV00007814	gene3677
GFRA4	DNOV00010560	gene6326
RARB	DNOV00016364	gene2751
SIX6	DNOV00010228	gene7305
ALDH1A2	DNOV00003347	gene9791
JAK3	DNOV00016833	gene16802
MYLK	DNOV00009502	gene8442
ASMT	DNOV00018456	gene1580
ACTN2	DNOV00012797	gene4313
MT4	DNOV00016238	gene10195
RYR3	DNOV00001181	gene6956
IKZF1	DNOV00014559	gene3172
CD247	DNOV00012208	gene1244
MITF	DNOV00005132	gene10808
PDE6C	DNOV00006581	gene7736
TCF15	DNOV00009028	gene13511
CD5	DNOV00007879	gene6409
DLX3	DNOV00010481	gene15130
EBF1	DNOV00005611	gene11065
KCND3	DNOV00000232	gene14904
ITGB3	DNOV00009092	gene15106
FZD7	DNOV00000666	gene8166
GRM5	DNOV00006912	gene2107
CLDN3	DNOV00001661	gene12936
FZD2	DNOV00012858	gene15088
PLA2R1	DNOV00000123	gene8333
HOXD8	DNOV00000020	gene8240
PIT 54	DNOV00017230	gene16575
SLC6A4	DNOV00006128	gene13112
ATG4B	DNOV00013545	gene9228
PCDH10	DNOV00009666	gene5558
PCDHGC3	DNOV00011909	gene10916
CDH10	DNOV00017874	gene3124
ST3GAL5	DNOV00006389	gene6262
SRSF2	DNOV00013626	gene12616
EGF	DNOV00014909	gene5937
LOC396380	DNOV00014489	gene4842
PPARG	DNOV00011596	gene10626
ARNTL	DNOV00003101	gene6540
RTN1	DNOV00017403	gene7314
LEAP2	DNOV00002980	gene11227
THBS2	DNOV00004474	gene4379
CYP11A1	DNOV00002892	gene9692
CDH6	DNOV00017731	gene3115
NHLH2	DNOV00015104	gene1107
MNR2	DNOV00000153	gene8366
COL6A1	DNOV00010949	gene8096
CSNK2A1	DNOV00009029	gene13512
CYP4V2	DNOV00008627	gene5990
GNAT3	DNOV00010431	gene125
NAP1L1	DNOV00004089	gene370
LUM	DNOV00017181	gene411
UHRF1BP1L	DNOV00008356	gene452
ERP27	DNOV00016996	gene472
EMP1	DNOV00002531	gene521
JOSD1	DNOV00002615	gene599
BAIAP2L2	DNOV00002632	gene610
KRAS	DNOV00010517	gene868
GCAT	DNOV00013250	gene622
TFG	DNOV00003802	gene1180
SH3BGR	DNOV00007319	gene1389
CLDN8	DNOV00012276	gene1321
TMEM47	DNOV00016323	gene1472
TCEANC	DNOV00011872	gene1544
ZBED1	DNOV00017260	gene1579
TFDP1	DNOV00009738	gene1689
C1H13orf15	DNOV00014083	gene1846
ARL11	DNOV00009989	gene1894
LHFP	DNOV00003679	gene1923
LY96	DNOV00008049	gene3513
LOC420301	DNOV00005871	gene3755
KIF5B	DNOV00008267	gene2457
ACN9	DNOV00013169	gene2594
RALA	DNOV00012891	gene2921
TMEM14C	DNOV00015277	gene3028
PSMG4	DNOV00008650	gene3078
ACOT13	DNOV00009187	gene3250
LOC421259	DNOV00003598	gene3879
TAF1A	DNOV00001226	gene4079
HHIPL2	DNOV00001225	gene4080
CAMKMT	DNOV00011037	gene4163
UNC93A	DNOV00004484	gene4389
RSPH3	DNOV00002326	gene4491
ASCC3	DNOV00014034	gene4684
AGPAT5	DNOV00016174	gene4849
NT5C1B	DNOV00016487	gene4927
XAB1	DNOV00015047	gene4960
HDAC8	DNOV00013019	gene5183
LOC422198	DNOV00001619	gene5210
LOC428720	DNOV00000612	gene5456
CBR4	DNOV00010721	gene5555
ENPP6	DNOV00008611	gene5706
HPGD	DNOV00008582	gene5733
ARHGAP24	DNOV00012223	gene5775
CCNI	DNOV00011683	gene5826
LOC422654	DNOV00014000	gene5859
FGL1	DNOV00014845	gene5999
FGFBP1	DNOV00003379	gene6159
RAB28	DNOV00003392	gene6170
CYTL1	DNOV00003407	gene6185
ACOT4	DNOV00001107	gene6892
VTI1B	DNOV00001156	gene6935
SYNDIG1L	DNOV00003993	gene7049
ANXA7	DNOV00007034	gene7640
ANXA8	DNOV00015471	gene7685
SFRP5	DNOV00008343	gene7783
ARL3	DNOV00014572	gene7831
ATP5G3	DNOV00000027	gene8249
PPIG	DNOV00000074	gene8291
COBLL1	DNOV00000103	gene8317
FAM159A	DNOV00004614	gene9001
RBP1	DNOV00001843	gene9273
CPB1	DNOV00010656	gene9347
LOC424925	DNOV00009707	gene9405
B3GNT7	DNOV00009712	gene9409
MRPL47	DNOV00016980	gene9480
GPR87	DNOV00013743	gene9585
BNIP2	DNOV00003303	gene9756
FAM174B	DNOV00015707	gene9933
CCL17	DNOV00007527	gene10119
CEP89	DNOV00009312	gene10295
TAT	DNOV00013458	gene10478
LOC415950	DNOV00017346	gene10605
ACOX2	DNOV00011457	gene10766
CCDC99	DNOV00014458	gene10952
ARL10	DNOV00002727	gene11053
